# Source https://wwwndc.jaea.go.jp/nucldata/mass/KTUY05_m246.dat
# Koura, Hiroyuki, et al. "Nuclidic mass formula on a spherical basis with an improved even-odd term." Progress of theoretical physics 113.2 (2005): 305-325.
#   ZZ   NN   Mcal    Esh alpha2 alpha4 alpha6
  106  162 118.78  -4.67  0.134 -0.044 -0.005
  106  163 121.56  -4.53  0.131 -0.048 -0.003
  106  164 122.78  -4.30  0.132 -0.050 -0.002
  106  165 125.82  -4.11  0.124 -0.055  0.004
  106  166 127.36  -3.79  0.124 -0.058  0.004
  106  167 130.58  -3.62  0.118 -0.062  0.011
  106  168 132.26  -3.37  0.111 -0.060  0.011
  106  169 135.75  -3.14  0.098 -0.048  0.007
  106  170 137.44  -3.09  0.089 -0.041  0.004
  106  171 140.83  -3.15  0.082 -0.037  0.003
  106  172 142.62  -3.21  0.071 -0.026  0.000
  106  173 146.23  -3.25  0.065 -0.026  0.000
  106  174 148.01  -3.52  0.047 -0.001 -0.011
  106  175 151.67  -3.70  0.044 -0.005 -0.006
  106  176 153.81  -3.80  0.044 -0.012 -0.002
  106  177 157.76  -3.88  0.040 -0.015  0.000
  106  178 160.13  -3.95  0.038 -0.020  0.002
  106  179 164.36  -3.94  0.029 -0.013  0.001
  106  180 166.86  -4.06  0.013  0.005 -0.002
  106  181 171.12  -4.20  0.012 -0.001 -0.003
  106  182 173.87  -4.27  0.012 -0.006  0.000
  106  183 178.42  -4.28  0.007 -0.003  0.000
  106  184 181.38  -4.32  0.002  0.000  0.000
  106  185 187.03  -3.42  0.006  0.005  0.001
  106  186 190.93  -2.69  0.013  0.012  0.004
  106  187 196.33  -2.21  0.020  0.020  0.009
  106  188 199.69  -2.21  0.114  0.031 -0.002
  106  189 204.60  -2.38  0.116  0.032 -0.004
  106  190 207.97  -2.54  0.120  0.029 -0.009
  106  191 213.07  -2.68  0.123  0.028 -0.012
  106  192 216.65  -2.80  0.124  0.024 -0.012
  106  193 221.94  -2.93  0.126  0.022 -0.013
  106  194 225.68  -3.05  0.128  0.020 -0.015
  106  195 231.12  -3.17  0.129  0.016 -0.016
  106  196 235.04  -3.28  0.131  0.014 -0.015
  106  197 240.65  -3.40  0.133  0.010 -0.020
  106  198 244.74  -3.50  0.135  0.008 -0.020
  106  199 250.50  -3.61  0.136  0.005 -0.021
  106  200 254.78  -3.68  0.135  0.002 -0.018
  107  130 140.59  -2.52  0.039  0.032  0.011
  107  131 139.30  -1.98  0.042  0.026  0.000
  107  132 136.29  -1.80  0.054  0.043  0.011
  107  133 134.96  -1.60  0.060  0.042  0.007
  107  134 132.21  -1.46  0.070  0.050  0.013
  107  135 129.67  -2.78  0.218  0.016 -0.005
  107  136 127.03  -2.83  0.214  0.016 -0.010
  107  137 126.02  -2.89  0.204  0.014 -0.007
  107  138 123.66  -2.96  0.205  0.013 -0.010
  107  139 122.93  -3.03  0.193  0.014 -0.012
  107  140 120.81  -3.14  0.191  0.013 -0.011
  107  141 120.29  -3.27  0.183  0.008 -0.012
  107  142 118.42  -3.41  0.182  0.008 -0.012
  107  143 118.14  -3.58  0.176  0.008 -0.013
  107  144 116.51  -3.76  0.176  0.007 -0.014
  107  145 116.49  -3.92  0.174  0.004 -0.015
  107  146 115.15  -4.08  0.173  0.002 -0.018
  107  147 115.39  -4.25  0.169 -0.005 -0.021
  107  148 114.30  -4.42  0.167 -0.008 -0.022
  107  149 114.79  -4.59  0.169 -0.008 -0.019
  107  150 113.98  -4.73  0.162 -0.015 -0.022
  107  151 114.74  -4.88  0.159 -0.019 -0.022
  107  152 114.18  -5.03  0.148 -0.012 -0.027
  107  153 115.20  -5.16  0.160 -0.015 -0.020
  107  154 114.90  -5.30  0.159 -0.019 -0.022
  107  155 116.17  -5.42  0.155 -0.023 -0.020
  107  156 116.13  -5.54  0.156 -0.024 -0.022
  107  157 117.80  -5.48  0.154 -0.027 -0.023
  107  158 118.20  -5.40  0.150 -0.032 -0.016
  107  159 120.16  -5.28  0.150 -0.032 -0.017
  107  160 120.84  -5.16  0.141 -0.037 -0.011
  107  161 123.03  -5.03  0.139 -0.043 -0.009
  107  162 123.96  -4.88  0.136 -0.046 -0.007
  107  163 126.40  -4.72  0.132 -0.049 -0.003
  107  164 127.56  -4.56  0.128 -0.052  0.002
  107  165 130.26  -4.36  0.125 -0.055  0.004
  107  166 131.82  -4.03  0.124 -0.056  0.005
  107  167 134.69  -3.86  0.118 -0.063  0.012
  107  168 136.41  -3.57  0.111 -0.060  0.011
  107  169 139.56  -3.34  0.099 -0.048  0.007
  107  170 141.21  -3.33 -0.116  0.002  0.019
  107  171 144.26  -3.39 -0.112 -0.001  0.017
  107  172 146.01  -3.50  0.073 -0.033  0.003
  107  173 149.18  -3.63  0.067 -0.029  0.001
  107  174 151.00  -3.87  0.047 -0.001 -0.011
  107  175 154.36  -4.01  0.049 -0.014 -0.006
  107  176 156.47  -4.15  0.042 -0.013 -0.003
  107  177 160.07  -4.24  0.040 -0.015  0.000
  107  178 162.44  -4.33  0.039 -0.020  0.002
  107  179 166.33  -4.31  0.032 -0.019  0.005
  107  180 168.83  -4.45  0.013  0.005 -0.002
  107  181 172.77  -4.57  0.012 -0.001 -0.003
  107  182 175.52  -4.65  0.012 -0.006  0.000
  107  183 179.76  -4.65  0.007 -0.003  0.000
  107  184 182.74  -4.68  0.002  0.000  0.000
  107  185 188.04  -3.79  0.006  0.005  0.001
  107  186 191.96  -3.07  0.013  0.011  0.004
  107  187 197.05  -2.56  0.020  0.019  0.008
  107  188 200.82  -2.16  0.115  0.026 -0.003
  107  189 205.38  -2.35  0.119  0.029 -0.008
  107  190 208.73  -2.54  0.122  0.028 -0.015
  107  191 213.49  -2.71  0.124  0.025 -0.016
  107  192 217.09  -2.82  0.122  0.023 -0.010
  107  193 222.02  -2.98  0.125  0.020 -0.014
  107  194 225.79  -3.09  0.126  0.017 -0.015
  107  195 230.92  -3.21  0.129  0.016 -0.016
  107  196 234.83  -3.34  0.131  0.011 -0.019
  107  197 240.13  -3.44  0.131  0.009 -0.017
  107  198 244.23  -3.56  0.133  0.005 -0.019
  107  199 249.70  -3.64  0.133  0.003 -0.017
  107  200 253.96  -3.75  0.135 -0.001 -0.021
  108  131 148.72  -2.32  0.042  0.026  0.000
  108  132 145.39  -2.06  0.054  0.042  0.010
  108  133 144.08  -1.83  0.060  0.041  0.007
  108  134 141.00  -1.64  0.070  0.043  0.000
  108  135 139.83  -1.57  0.077  0.044 -0.001
  108  136 135.45  -2.97  0.223  0.013 -0.009
  108  137 134.48  -3.00  0.212  0.016 -0.011
  108  138 131.74  -3.06  0.209  0.012 -0.010
  108  139 131.03  -3.11  0.206  0.009 -0.010
  108  140 128.58  -3.17  0.194  0.009 -0.011
  108  141 128.09  -3.27  0.194  0.007 -0.013
  108  142 125.87  -3.39  0.186  0.007 -0.011
  108  143 125.62  -3.52  0.180  0.006 -0.013
  108  144 123.64  -3.68  0.181  0.006 -0.015
  108  145 123.63  -3.83  0.179  0.004 -0.015
  108  146 121.92  -3.98  0.177  0.000 -0.015
  108  147 122.18  -4.13  0.175  0.000 -0.017
  108  148 120.73  -4.29  0.173 -0.005 -0.016
  108  149 121.24  -4.44  0.172 -0.008 -0.016
  108  150 120.06  -4.59  0.171 -0.010 -0.019
  108  151 120.83  -4.73  0.168 -0.013 -0.019
  108  152 119.91  -4.88  0.153 -0.014 -0.021
  108  153 120.91  -5.03  0.148 -0.015 -0.023
  108  154 120.27  -5.15  0.156 -0.019 -0.019
  108  155 121.53  -5.27  0.153 -0.022 -0.020
  108  156 121.14  -5.38  0.151 -0.021 -0.018
  108  157 122.67  -5.47  0.152 -0.031 -0.015
  108  158 122.61  -5.49  0.151 -0.034 -0.015
  108  159 124.54  -5.41  0.147 -0.036 -0.014
  108  160 124.82  -5.33  0.143 -0.040 -0.010
  108  161 127.02  -5.20  0.139 -0.042 -0.007
  108  162 127.59  -5.05  0.137 -0.048 -0.004
  108  163 130.03  -4.90  0.132 -0.050  0.000
  108  164 130.85  -4.73  0.129 -0.053  0.001
  108  165 133.50  -4.58  0.126 -0.057  0.005
  108  166 134.66  -4.30  0.125 -0.059  0.005
  108  167 137.56  -4.11  0.119 -0.064  0.011
  108  168 138.97  -3.79  0.112 -0.061  0.011
  108  169 142.12  -3.56  0.100 -0.051  0.008
  108  170 143.38  -3.60 -0.117  0.005  0.020
  108  171 146.44  -3.67 -0.115 -0.002  0.019
  108  172 147.87  -3.74 -0.108 -0.009  0.015
  108  173 150.89  -4.04  0.044  0.002 -0.010
  108  174 152.39  -4.26  0.045 -0.003 -0.005
  108  175 155.66  -4.50  0.046 -0.008 -0.006
  108  176 157.50  -4.58  0.042 -0.013 -0.003
  108  177 161.07  -4.71  0.040 -0.015  0.000
  108  178 163.13  -4.76  0.039 -0.020  0.002
  108  179 167.04  -4.74  0.032 -0.018  0.004
  108  180 169.19  -4.89  0.013  0.005 -0.002
  108  181 173.14  -5.02  0.012 -0.001 -0.003
  108  182 175.56  -5.09  0.012 -0.006  0.000
  108  183 179.82  -5.09  0.007 -0.003  0.002
  108  184 182.47  -5.12  0.002  0.000  0.000
  108  185 187.79  -4.23  0.006  0.005  0.001
  108  186 191.38  -3.50  0.013  0.012  0.004
  108  187 196.53  -2.96  0.020  0.019  0.008
  108  188 200.09  -2.44  0.028  0.021  0.006
  108  189 205.03  -2.27  0.120  0.026 -0.007
  108  190 208.06  -2.45  0.122  0.023 -0.009
  108  191 212.82  -2.64  0.121  0.022 -0.009
  108  192 216.03  -2.82  0.123  0.023 -0.011
  108  193 220.96  -2.99  0.126  0.019 -0.016
  108  194 224.41  -3.11  0.125  0.015 -0.014
  108  195 229.53  -3.24  0.127  0.012 -0.017
  108  196 233.15  -3.36  0.130  0.010 -0.018
  108  197 238.47  -3.46  0.130  0.008 -0.016
  108  198 242.24  -3.58  0.130  0.002 -0.020
  108  199 247.72  -3.67  0.130  0.000 -0.018
  108  200 251.68  -3.76  0.129 -0.003 -0.021
  109  133 155.17  -2.08  0.060  0.039  0.007
  109  134 152.14  -1.83  0.068  0.040 -0.001
  109  135 150.62  -1.73  0.070  0.040  0.000
  109  136 147.65  -1.73  0.080  0.041 -0.006
  109  137 144.90  -3.14  0.222  0.013 -0.011
  109  138 142.19  -3.17  0.213  0.011 -0.010
  109  139 141.11  -3.20  0.205  0.009 -0.010
  109  140 138.69  -3.24  0.205  0.008 -0.012
  109  141 137.86  -3.30  0.198  0.006 -0.012
  109  142 135.67  -3.38  0.192  0.006 -0.013
  109  143 135.06  -3.49  0.189  0.003 -0.012
  109  144 133.11  -3.62  0.184  0.004 -0.014
  109  145 132.75  -3.75  0.181  0.000 -0.013
  109  146 131.06  -3.89  0.180 -0.003 -0.014
  109  147 130.96  -4.02  0.177 -0.005 -0.014
  109  148 129.54  -4.15  0.177 -0.007 -0.017
  109  149 129.68  -4.30  0.172 -0.008 -0.016
  109  150 128.52  -4.44  0.171 -0.013 -0.016
  109  151 128.94  -4.55  0.164 -0.011 -0.018
  109  152 128.00  -4.72  0.150 -0.013 -0.020
  109  153 128.65  -4.86  0.147 -0.018 -0.017
  109  154 127.99  -4.99  0.150 -0.020 -0.020
  109  155 128.89  -5.12  0.150 -0.020 -0.020
  109  156 128.51  -5.22  0.150 -0.020 -0.022
  109  157 129.66  -5.33  0.149 -0.029 -0.016
  109  158 129.54  -5.42  0.146 -0.035 -0.012
  109  159 130.94  -5.51  0.146 -0.035 -0.014
  109  160 131.22  -5.43  0.143 -0.039 -0.010
  109  161 133.02  -5.34  0.140 -0.043 -0.008
  109  162 133.57  -5.22  0.137 -0.048 -0.004
  109  163 135.67  -5.06  0.134 -0.052  0.000
  109  164 136.47  -4.91  0.130 -0.055  0.004
  109  165 138.80  -4.74  0.126 -0.058  0.004
  109  166 139.85  -4.56  0.123 -0.062  0.009
  109  167 142.42  -4.36  0.119 -0.064  0.012
  109  168 143.84  -4.04  0.111 -0.059  0.012
  109  169 146.64  -3.81 -0.122  0.012  0.020
  109  170 147.89  -3.87 -0.119  0.005  0.019
  109  171 150.68  -3.86  0.034  0.002 -0.008
  109  172 151.93  -4.13  0.039 -0.003 -0.006
  109  173 154.64  -4.40  0.038 -0.003 -0.006
  109  174 156.12  -4.64  0.042 -0.008 -0.005
  109  175 159.05  -4.88  0.043 -0.011 -0.006
  109  176 160.79  -5.07  0.042 -0.013 -0.003
  109  177 164.06  -5.16  0.040 -0.016  0.000
  109  178 166.08  -5.26  0.039 -0.020  0.002
  109  179 169.66  -5.24  0.031 -0.018  0.004
  109  180 171.80  -5.41  0.013  0.005 -0.002
  109  181 175.43  -5.53  0.012 -0.001 -0.003
  109  182 177.86  -5.60  0.012 -0.006  0.000
  109  183 181.79  -5.60  0.007 -0.003  0.000
  109  184 184.45  -5.63  0.002  0.000  0.000
  109  185 189.44  -4.74  0.006  0.005  0.001
  109  186 193.03  -4.02  0.014  0.015  0.008
  109  187 197.93  -3.40  0.019  0.016  0.003
  109  188 201.58  -2.80  0.024  0.015  0.000
  109  189 206.49  -2.34  0.030  0.020  0.002
  109  190 209.68  -2.38  0.120  0.020 -0.002
  109  191 214.14  -2.54  0.120  0.021 -0.004
  109  192 217.34  -2.75  0.123  0.020 -0.010
  109  193 221.95  -2.92  0.125  0.017 -0.011
  109  194 225.35  -3.09  0.126  0.015 -0.016
  109  195 230.15  -3.23  0.127  0.014 -0.015
  109  196 233.77  -3.36  0.127  0.009 -0.015
  109  197 238.75  -3.49  0.129  0.003 -0.021
  109  198 242.56  -3.58  0.128  0.000 -0.017
  109  199 247.72  -3.68  0.127 -0.004 -0.019
  109  200 251.70  -3.77  0.128 -0.006 -0.018
  110  135 160.09  -1.96  0.070  0.037  0.000
  110  136 156.82  -1.87  0.080  0.040 -0.006
  110  137 155.45  -1.90  0.086  0.040 -0.008
  110  138 150.99  -3.30  0.222  0.010 -0.009
  110  139 149.92  -3.32  0.211  0.011 -0.009
  110  140 147.14  -3.33  0.208  0.007 -0.009
  110  141 146.36  -3.35  0.204  0.002 -0.008
  110  142 143.82  -3.40  0.199  0.003 -0.011
  110  143 143.25  -3.47  0.192  0.002 -0.011
  110  144 140.96  -3.56  0.188 -0.003 -0.011
  110  145 140.61  -3.68  0.184 -0.003 -0.012
  110  146 138.57  -3.80  0.182 -0.005 -0.012
  110  147 138.49  -3.91  0.181 -0.007 -0.013
  110  148 136.71  -4.03  0.178 -0.011 -0.013
  110  149 136.89  -4.15  0.174 -0.013 -0.012
  110  150 135.36  -4.28  0.169 -0.011 -0.016
  110  151 135.77  -4.42  0.150 -0.010 -0.018
  110  152 134.48  -4.56  0.152 -0.006 -0.018
  110  153 135.15  -4.68  0.155 -0.015 -0.019
  110  154 134.10  -4.85  0.144 -0.022 -0.018
  110  155 135.04  -4.94  0.145 -0.026 -0.014
  110  156 134.27  -5.07  0.150 -0.023 -0.018
  110  157 135.43  -5.18  0.142 -0.030 -0.015
  110  158 134.94  -5.28  0.145 -0.035 -0.012
  110  159 136.35  -5.37  0.141 -0.039 -0.010
  110  160 136.11  -5.45  0.142 -0.042 -0.008
  110  161 137.83  -5.45  0.139 -0.043 -0.008
  110  162 138.00  -5.36  0.137 -0.047 -0.004
  110  163 140.07  -5.23  0.134 -0.052  0.000
  110  164 140.51  -5.10  0.130 -0.055  0.003
  110  165 142.85  -4.92  0.126 -0.058  0.006
  110  166 143.58  -4.72  0.122 -0.059  0.009
  110  167 146.17  -4.50  0.119 -0.064  0.012
  110  168 147.21  -4.21  0.110 -0.057  0.011
  110  169 149.89  -4.11 -0.122  0.012  0.020
  110  170 150.80  -4.16 -0.119  0.005  0.019
  110  171 153.49  -4.27  0.032 -0.002 -0.007
  110  172 154.37  -4.56  0.033 -0.008 -0.005
  110  173 157.10  -4.82  0.033 -0.008 -0.003
  110  174 158.24  -5.07  0.035 -0.012 -0.002
  110  175 161.20  -5.29  0.037 -0.015  0.000
  110  176 162.57  -5.50  0.038 -0.013  0.000
  110  177 165.76  -5.69  0.040 -0.016  0.000
  110  178 167.45  -5.79  0.037 -0.018  0.001
  110  179 171.00  -5.81  0.007  0.005  0.000
  110  180 172.80  -5.99  0.012  0.004 -0.001
  110  181 176.45  -6.10  0.012 -0.001 -0.003
  110  182 178.55  -6.17  0.012 -0.006  0.000
  110  183 182.49  -6.17  0.007 -0.003  0.000
  110  184 184.82  -6.20  0.002  0.000  0.000
  110  185 189.83  -5.31  0.006  0.005  0.001
  110  186 193.11  -4.57  0.013  0.011  0.002
  110  187 198.09  -3.89  0.018  0.012  0.000
  110  188 201.43  -3.27  0.024  0.015  0.000
  110  189 206.40  -2.76  0.030  0.021  0.002
  110  190 209.67  -2.40  0.038  0.027  0.006
  110  191 214.23  -2.48  0.120  0.021 -0.003
  110  192 217.13  -2.66  0.127  0.015 -0.009
  110  193 221.78  -2.81  0.126  0.017 -0.006
  110  194 224.84  -3.00  0.126  0.014 -0.012
  110  195 229.65  -3.16  0.127  0.010 -0.012
  110  196 232.91  -3.32  0.126  0.008 -0.014
  110  197 237.92  -3.44  0.127  0.001 -0.020
  110  198 241.39  -3.56  0.129 -0.001 -0.020
  110  199 246.57  -3.66  0.129 -0.002 -0.017
  110  200 250.22  -3.76  0.129 -0.007 -0.017
  111  137 166.64  -2.00  0.085  0.037 -0.009
  111  138 163.51  -2.06  0.091  0.038 -0.010
  111  139 161.99  -2.15  0.101  0.030 -0.013
  111  140 157.92  -3.46  0.215  0.008 -0.012
  111  141 156.77  -3.45  0.211  0.002 -0.012
  111  142 154.30  -3.44  0.207 -0.002 -0.009
  111  143 153.40  -3.47  0.198 -0.001 -0.010
  111  144 151.13  -3.54  0.194 -0.003 -0.012
  111  145 150.46  -3.61  0.192 -0.005 -0.011
  111  146 148.42  -3.72  0.187 -0.006 -0.013
  111  147 147.99  -3.82  0.184 -0.010 -0.014
  111  148 146.25  -3.90  0.177 -0.014 -0.010
  111  149 146.05  -4.03  0.175 -0.014 -0.012
  111  150 144.53  -4.15  0.169 -0.009 -0.016
  111  151 144.58  -4.28  0.153 -0.002 -0.014
  111  152 143.29  -4.43  0.152 -0.004 -0.016
  111  153 143.60  -4.55  0.153 -0.012 -0.015
  111  154 142.59  -4.68  0.152 -0.014 -0.017
  111  155 143.14  -4.79  0.148 -0.018 -0.014
  111  156 142.38  -4.92  0.140 -0.029 -0.016
  111  157 143.18  -5.03  0.139 -0.039 -0.011
  111  158 142.68  -5.14  0.139 -0.038 -0.011
  111  159 143.74  -5.22  0.139 -0.039 -0.009
  111  160 143.48  -5.32  0.140 -0.041 -0.005
  111  161 144.77  -5.40  0.135 -0.045 -0.003
  111  162 144.79  -5.47  0.136 -0.047 -0.002
  111  163 146.49  -5.37  0.132 -0.050  0.000
  111  164 146.92  -5.24  0.129 -0.053  0.003
  111  165 148.88  -5.09  0.126 -0.058  0.004
  111  166 149.61  -4.89  0.123 -0.062  0.009
  111  167 151.85  -4.68  0.120 -0.065  0.014
  111  168 152.90  -4.39  0.111 -0.060  0.012
  111  169 155.18  -4.36 -0.120  0.007  0.019
  111  170 156.05  -4.45 -0.119  0.004  0.017
  111  171 158.31  -4.64  0.032 -0.002 -0.006
  111  172 159.20  -4.93  0.033 -0.008 -0.003
  111  173 161.48  -5.30  0.030 -0.011 -0.002
  111  174 162.62  -5.55  0.031 -0.013  0.000
  111  175 165.26  -5.76  0.032 -0.016  0.000
  111  176 166.66  -5.95  0.031 -0.017  0.005
  111  177 169.56  -6.10  0.033 -0.019  0.006
  111  178 171.17  -6.28  0.002  0.000  0.000
  111  179 174.24  -6.45  0.007  0.005  0.001
  111  180 176.05  -6.62  0.012  0.003 -0.001
  111  181 179.37  -6.73  0.012 -0.001 -0.003
  111  182 181.48  -6.81  0.012 -0.006  0.000
  111  183 185.09  -6.80  0.007 -0.003  0.000
  111  184 187.43  -6.83  0.002  0.000  0.000
  111  185 192.12  -5.94  0.006  0.005  0.001
  111  186 195.46  -5.16  0.012  0.008 -0.001
  111  187 200.16  -4.42  0.017  0.010 -0.002
  111  188 203.56  -3.76  0.024  0.015  0.000
  111  189 208.24  -3.22  0.030  0.020  0.002
  111  190 211.59  -2.79  0.038  0.026  0.006
  111  191 216.22  -2.48  0.044  0.033  0.008
  111  192 219.21  -2.58  0.123  0.018 -0.005
  111  193 223.54  -2.74  0.129  0.014 -0.009
  111  194 226.64  -2.90  0.130  0.010 -0.010
  111  195 231.12  -3.07  0.129  0.008 -0.012
  111  196 234.40  -3.23  0.129  0.008 -0.013
  111  197 239.07  -3.37  0.131  0.006 -0.014
  111  198 242.55  -3.49  0.130 -0.001 -0.021
  111  199 247.41  -3.60  0.128 -0.001 -0.018
  111  200 251.07  -3.70  0.128 -0.007 -0.017
  112  140 168.35  -2.30  0.099  0.027 -0.014
  112  141 171.12   1.61 -0.073  0.047 -0.014
  112  142 163.10  -3.55  0.214  0.002 -0.010
  112  143 162.25  -3.53  0.205 -0.002 -0.011
  112  144 159.66  -3.54  0.199 -0.002 -0.010
  112  145 159.02  -3.58  0.193 -0.007 -0.010
  112  146 156.65  -3.65  0.190 -0.007 -0.012
  112  147 156.24  -3.73  0.187 -0.013 -0.013
  112  148 154.13  -3.81  0.184 -0.014 -0.012
  112  149 153.98  -3.89  0.170 -0.010 -0.012
  112  150 152.06  -4.05  0.151  0.006 -0.016
  112  151 152.13  -4.16  0.152 -0.004 -0.014
  112  152 150.48  -4.31  0.152 -0.004 -0.016
  112  153 150.78  -4.44  0.147 -0.007 -0.020
  112  154 149.43  -4.54  0.146 -0.009 -0.017
  112  155 150.01  -4.65  0.148 -0.019 -0.015
  112  156 148.90  -4.76  0.145 -0.019 -0.012
  112  157 149.71  -4.86  0.142 -0.028 -0.011
  112  158 148.83  -4.99  0.132 -0.041 -0.011
  112  159 149.89  -5.08  0.133 -0.042 -0.008
  112  160 149.28  -5.18  0.129 -0.047 -0.002
  112  161 150.57  -5.27  0.130 -0.049  0.000
  112  162 150.21  -5.36  0.130 -0.049 -0.001
  112  163 151.74  -5.43  0.131 -0.051  0.000
  112  164 151.76  -5.37  0.128 -0.052  0.003
  112  165 153.72  -5.24  0.125 -0.056  0.007
  112  166 154.06  -5.08  0.122 -0.059  0.009
  112  167 156.30  -4.87  0.119 -0.064  0.012
  112  168 157.00  -4.59  0.111 -0.059  0.012
  112  169 159.28  -4.56 -0.121  0.006  0.020
  112  170 159.77  -4.69  0.020 -0.007 -0.001
  112  171 161.91  -5.01  0.032 -0.002 -0.006
  112  172 162.45  -5.31  0.031 -0.005 -0.003
  112  173 164.77  -5.66  0.030 -0.010 -0.001
  112  174 165.53  -5.94  0.023 -0.013  0.003
  112  175 168.08  -6.26  0.022 -0.014  0.005
  112  176 169.14  -6.45  0.021 -0.013  0.005
  112  177 172.02  -6.63  0.020 -0.011  0.003
  112  178 173.13  -6.98  0.002  0.000  0.000
  112  179 176.23  -7.13  0.006  0.003 -0.001
  112  180 177.72  -7.30  0.012  0.002 -0.001
  112  181 181.03  -7.42  0.012  0.000 -0.003
  112  182 182.81  -7.49  0.012 -0.006  0.000
  112  183 186.43  -7.49  0.007 -0.003  0.000
  112  184 188.44  -7.52  0.002  0.000  0.000
  112  185 193.15  -6.62  0.006  0.006  0.000
  112  186 196.21  -5.79  0.011  0.005 -0.002
  112  187 201.03  -4.96  0.017  0.008 -0.002
  112  188 204.13  -4.27  0.023  0.014  0.002
  112  189 208.87  -3.69  0.030  0.020  0.002
  112  190 211.93  -3.23  0.037  0.029  0.006
  112  191 216.63  -2.86  0.044  0.032  0.008
  112  192 219.64  -2.62  0.301  0.057 -0.004
  112  193 224.08  -2.68  0.121  0.016 -0.005
  112  194 226.88  -2.83  0.126  0.014 -0.005
  112  195 231.41  -2.97  0.131  0.012 -0.006
  112  196 234.36  -3.13  0.132  0.009 -0.012
  112  197 239.06  -3.26  0.133  0.010 -0.008
  112  198 242.20  -3.41  0.131  0.001 -0.015
  112  199 247.06  -3.54  0.130  0.000 -0.015
  112  200 250.40  -3.66  0.133  0.002 -0.012
  113  142 178.57   0.68 -0.142  0.020  0.000
  113  143 177.12   0.47 -0.145  0.022  0.005
  113  144 170.48  -3.59  0.208 -0.004 -0.009
  113  145 169.51  -3.59  0.201 -0.009 -0.013
  113  146 167.18  -3.62  0.192 -0.010 -0.009
  113  147 166.43  -3.67  0.190 -0.013 -0.011
  113  148 164.35  -3.72  0.186 -0.017 -0.010
  113  149 163.84  -3.80  0.159  0.002 -0.015
  113  150 161.92  -3.95  0.151  0.005 -0.016
  113  151 161.64  -4.06  0.151 -0.003 -0.015
  113  152 159.99  -4.20  0.152 -0.003 -0.017
  113  153 159.94  -4.32  0.149 -0.006 -0.014
  113  154 158.61  -4.42  0.148 -0.012 -0.013
  113  155 158.83  -4.51  0.150 -0.019 -0.012
  113  156 157.73  -4.62  0.145 -0.019 -0.012
  113  157 158.21  -4.70  0.144 -0.028 -0.007
  113  158 157.35  -4.81  0.130 -0.040 -0.007
  113  159 158.02  -4.93  0.127 -0.045 -0.002
  113  160 157.42  -5.03  0.127 -0.045 -0.002
  113  161 158.35  -5.12  0.128 -0.047  0.000
  113  162 158.00  -5.21  0.129 -0.049  0.001
  113  163 159.18  -5.28  0.130 -0.051  0.002
  113  164 159.08  -5.35  0.126 -0.056  0.005
  113  165 160.54  -5.36  0.126 -0.057  0.006
  113  166 160.88  -5.21  0.123 -0.061  0.011
  113  167 162.76  -5.03  0.119 -0.064  0.013
  113  168 163.41  -4.79  0.111 -0.059  0.012
  113  169 165.20  -4.91  0.013 -0.008  0.003
  113  170 165.64  -5.10  0.013 -0.008  0.003
  113  171 167.47  -5.39  0.031  0.000 -0.003
  113  172 168.03  -5.67  0.029 -0.005  0.000
  113  173 170.03  -6.00  0.029 -0.010  0.000
  113  174 170.77  -6.31  0.025 -0.015  0.004
  113  175 172.98  -6.63  0.015 -0.009  0.002
  113  176 173.84  -7.03  0.013 -0.008  0.003
  113  177 176.24  -7.36  0.009 -0.007  0.003
  113  178 177.34  -7.73  0.002  0.000  0.000
  113  179 180.12  -7.86  0.005  0.000 -0.001
  113  180 181.65  -7.99  0.010  0.000 -0.002
  113  181 184.67  -8.09  0.010  0.000 -0.002
  113  182 186.42  -8.20  0.011 -0.005  0.000
  113  183 189.68  -8.24  0.006 -0.003  0.000
  113  184 191.70  -8.27  0.002  0.000  0.000
  113  185 196.12  -7.33  0.005  0.003 -0.001
  113  186 199.22  -6.47  0.010  0.000 -0.002
  113  187 203.78  -5.57  0.011 -0.002  0.000
  113  188 206.97  -4.80  0.023  0.014  0.002
  113  189 211.44  -4.18  0.030  0.020  0.003
  113  190 214.54  -3.68  0.037  0.028  0.006
  113  191 218.97  -3.26  0.043  0.031  0.007
  113  192 221.98  -3.04  0.298  0.054  0.000
  113  193 226.13  -3.06  0.304  0.058 -0.004
  113  194 229.09  -3.07  0.302  0.053  0.000
  113  195 233.41  -3.10  0.308  0.054 -0.005
  113  196 236.54  -3.10  0.304  0.052 -0.002
  113  197 240.97  -3.19  0.130  0.010 -0.008
  113  198 244.12  -3.34  0.135  0.007 -0.009
  113  199 248.67  -3.46  0.133  0.004 -0.010
  113  200 252.01  -3.59  0.136  0.004 -0.011
  114  145 182.34  -0.02 -0.178  0.007  0.000
  114  146 176.07  -3.61  0.197 -0.010 -0.010
  114  147 175.36  -3.63  0.195 -0.013 -0.010
  114  148 172.94  -3.65  0.190 -0.019 -0.011
  114  149 172.47  -3.69  0.185 -0.021 -0.010
  114  150 170.16  -3.87  0.154  0.003 -0.016
  114  151 169.86  -3.99  0.151  0.000 -0.014
  114  152 167.88  -4.12  0.150 -0.001 -0.016
  114  153 167.87  -4.20  0.150 -0.009 -0.013
  114  154 166.16  -4.31  0.148 -0.012 -0.013
  114  155 166.39  -4.40  0.149 -0.016 -0.014
