#Utama, Raditya, and Jorge Piekarewicz. "Refining mass formulas for astrophysical applications: A Bayesian neural network approach." Physical Review C 96.4 (2017): 044308.
#DZ10
#   BNN-Refined Duflo-Zuker Model (6931 nuclei)                     
#   -------------------------------------------                     
#    Z    N         B(MeV)              S1n(MeV)            S2n(MeV)
   79  183   1715.125 0.123D+02    -0.606 0.102D+00    -0.686 0.207D+00
   79  184   1714.782 0.126D+02    -0.345 0.997D-01    -0.951 0.202D+00
   79  185   1712.149 0.128D+02    -2.635 0.979D-01    -2.980 0.197D+00
   79  186   1709.905 0.130D+02    -2.247 0.969D-01    -4.881 0.194D+00
   79  187   1707.297 0.132D+02    -2.610 0.972D-01    -4.857 0.194D+00
   79  188   1705.043 0.134D+02    -2.256 0.989D-01    -4.866 0.196D+00
   79  189   1702.433 0.136D+02    -2.613 0.102D+00    -4.869 0.201D+00
   79  190   1700.164 0.138D+02    -2.271 0.107D+00    -4.884 0.208D+00
   79  191   1697.545 0.139D+02    -2.621 0.112D+00    -4.893 0.218D+00
   80   80   1176.893 0.371D+01     0.000 0.000D+00     0.000 0.000D+00
   80   81   1191.056 0.342D+01    14.162 0.639D-01     0.000 0.000D+00
   80   82   1207.105 0.311D+01    16.048 0.646D-01    30.210 0.128D+00
   80   83   1218.884 0.277D+01    11.777 0.654D-01    27.825 0.130D+00
   80   84   1232.505 0.242D+01    13.619 0.664D-01    25.396 0.131D+00
   80   85   1243.921 0.205D+01    11.414 0.669D-01    25.033 0.133D+00
   80   86   1257.146 0.169D+01    13.223 0.661D-01    24.637 0.133D+00
   80   87   1268.208 0.135D+01    11.059 0.634D-01    24.283 0.129D+00
   80   88   1281.035 0.105D+01    12.825 0.585D-01    23.884 0.122D+00
   80   89   1291.729 0.805D+00    10.692 0.516D-01    23.517 0.110D+00
   80   90   1304.174 0.639D+00    12.444 0.432D-01    23.137 0.947D-01
   80   91   1314.527 0.544D+00    10.352 0.343D-01    22.796 0.774D-01
   80   92   1326.624 0.497D+00    12.096 0.258D-01    22.448 0.599D-01
   80   93   1336.671 0.466D+00    10.047 0.188D-01    22.143 0.442D-01
   80   94   1348.435 0.433D+00    11.763 0.144D-01    21.810 0.325D-01
   80   95   1358.190 0.389D+00     9.755 0.132D-01    21.519 0.268D-01
   80   96   1369.662 0.339D+00    11.472 0.139D-01    21.227 0.266D-01
   80   97   1379.053 0.291D+00     9.391 0.150D-01    20.863 0.287D-01
   80   98   1390.325 0.256D+00    11.273 0.155D-01    20.664 0.303D-01
   80   99   1399.441 0.244D+00     9.116 0.151D-01    20.389 0.305D-01
   80  100   1410.431 0.255D+00    10.990 0.140D-01    20.106 0.291D-01
   80  101   1419.274 0.278D+00     8.844 0.123D-01    19.834 0.263D-01
   80  102   1429.991 0.302D+00    10.717 0.104D-01    19.561 0.226D-01
   80  103   1438.551 0.322D+00     8.560 0.834D-02    19.277 0.186D-01
   80  104   1448.982 0.332D+00    10.431 0.667D-02    18.990 0.148D-01
   80  105   1457.251 0.332D+00     8.270 0.575D-02    18.700 0.121D-01
   80  106   1467.368 0.321D+00    10.116 0.583D-02    18.386 0.112D-01
   80  107   1475.478 0.303D+00     8.110 0.675D-02    18.227 0.123D-01
   80  108   1485.130 0.279D+00     9.652 0.817D-02    17.762 0.147D-01
   80  109   1492.910 0.256D+00     7.780 0.973D-02    17.432 0.177D-01
   80  110   1502.216 0.240D+00     9.306 0.110D-01    17.086 0.206D-01
   80  111   1509.666 0.237D+00     7.450 0.116D-01    16.756 0.225D-01
   80  112   1518.630 0.247D+00     8.964 0.112D-01    16.414 0.227D-01
   80  113   1526.009 0.261D+00     7.378 0.102D-01    16.342 0.212D-01
   80  114   1534.953 0.271D+00     8.944 0.934D-02    16.322 0.191D-01
   80  115   1542.124 0.273D+00     7.171 0.981D-02    16.115 0.186D-01
   80  116   1550.845 0.267D+00     8.720 0.112D-01    15.892 0.207D-01
   80  117   1557.725 0.258D+00     6.880 0.125D-01    15.600 0.235D-01
   80  118   1566.114 0.250D+00     8.388 0.128D-01    15.267 0.251D-01
   80  119   1572.768 0.245D+00     6.653 0.123D-01    15.041 0.249D-01
   80  120   1580.904 0.245D+00     8.136 0.116D-01    14.789 0.236D-01
   80  121   1587.208 0.248D+00     6.304 0.113D-01    14.440 0.225D-01
   80  122   1594.968 0.256D+00     7.759 0.117D-01    14.063 0.227D-01
   80  123   1600.991 0.271D+00     6.023 0.123D-01    13.783 0.238D-01
   80  124   1608.439 0.291D+00     7.448 0.125D-01    13.471 0.246D-01
   80  125   1614.085 0.308D+00     5.646 0.122D-01    13.094 0.244D-01
   80  126   1621.155 0.318D+00     7.070 0.120D-01    12.716 0.236D-01
   80  127   1624.438 0.315D+00     3.284 0.132D-01    10.355 0.244D-01
   80  128   1629.197 0.302D+00     4.759 0.162D-01     8.043 0.288D-01
   80  129   1632.441 0.288D+00     3.246 0.201D-01     8.005 0.360D-01
   80  130   1637.163 0.294D+00     4.724 0.235D-01     7.970 0.434D-01
   80  131   1640.391 0.328D+00     3.230 0.253D-01     7.953 0.486D-01
   80  132   1645.111 0.382D+00     4.721 0.250D-01     7.950 0.498D-01
   80  133   1648.351 0.438D+00     3.241 0.244D-01     7.962 0.484D-01
   80  134   1653.047 0.488D+00     4.697 0.280D-01     7.939 0.506D-01
   80  135   1656.261 0.548D+00     3.213 0.392D-01     7.910 0.657D-01
   80  136   1660.898 0.663D+00     4.636 0.562D-01     7.849 0.946D-01
   80  137   1664.044 0.883D+00     3.144 0.759D-01     7.780 0.132D+00
   80  138   1668.551 0.122D+01     4.505 0.955D-01     7.648 0.171D+00
   80  139   1671.615 0.166D+01     3.061 0.113D+00     7.565 0.208D+00
   80  140   1676.422 0.218D+01     4.803 0.127D+00     7.863 0.239D+00
   80  141   1679.630 0.275D+01     3.204 0.136D+00     8.006 0.263D+00
   80  142   1684.040 0.334D+01     4.406 0.141D+00     7.609 0.277D+00
   80  143   1686.846 0.394D+01     2.801 0.142D+00     7.207 0.283D+00
   80  144   1690.833 0.453D+01     3.982 0.141D+00     6.783 0.283D+00
   80  145   1693.206 0.510D+01     2.370 0.137D+00     6.352 0.278D+00
   80  146   1696.746 0.564D+01     3.536 0.132D+00     5.906 0.270D+00
   80  147   1698.681 0.615D+01     1.931 0.126D+00     5.467 0.258D+00
   80  148   1701.772 0.660D+01     3.088 0.119D+00     5.019 0.245D+00
   80  149   1703.274 0.701D+01     1.498 0.110D+00     4.586 0.228D+00
   80  150   1705.921 0.737D+01     2.645 0.987D-01     4.143 0.208D+00
   80  151   1707.014 0.765D+01     1.090 0.870D-01     3.734 0.185D+00
   80  152   1709.244 0.787D+01     2.228 0.767D-01     3.318 0.162D+00
   80  153   1709.977 0.801D+01     0.730 0.713D-01     2.958 0.146D+00
   80  154   1711.870 0.808D+01     1.890 0.738D-01     2.620 0.143D+00
   80  155   1712.648 0.810D+01     0.776 0.827D-01     2.666 0.155D+00
   80  156   1714.809 0.808D+01     2.158 0.939D-01     2.935 0.176D+00
   80  157   1715.586 0.805D+01     0.774 0.103D+00     2.933 0.197D+00
   80  158   1717.598 0.801D+01     2.011 0.109D+00     2.785 0.212D+00
   80  159   1718.263 0.798D+01     0.663 0.110D+00     2.674 0.219D+00
   80  160   1720.163 0.798D+01     1.898 0.107D+00     2.562 0.217D+00
   80  161   1720.718 0.799D+01     0.554 0.100D+00     2.452 0.207D+00
   80  162   1722.485 0.802D+01     1.766 0.919D-01     2.320 0.192D+00
   80  163   1722.911 0.807D+01     0.425 0.836D-01     2.192 0.175D+00
   80  164   1724.522 0.813D+01     1.610 0.765D-01     2.035 0.160D+00
   80  165   1724.781 0.820D+01     0.259 0.714D-01     1.869 0.147D+00
   80  166   1726.205 0.828D+01     1.424 0.686D-01     1.683 0.140D+00
   80  167   1726.269 0.837D+01     0.065 0.679D-01     1.489 0.136D+00
   80  168   1727.500 0.847D+01     1.231 0.688D-01     1.296 0.136D+00
   80  169   1728.055 0.858D+01     0.555 0.710D-01     1.786 0.140D+00
   80  170   1729.810 0.871D+01     1.756 0.742D-01     2.311 0.145D+00
   80  171   1730.265 0.884D+01     0.455 0.781D-01     2.212 0.152D+00
   80  172   1731.897 0.899D+01     1.633 0.826D-01     2.088 0.161D+00
   80  173   1732.166 0.916D+01     0.269 0.874D-01     1.902 0.170D+00
   80  174   1733.590 0.934D+01     1.425 0.923D-01     1.694 0.180D+00
   80  175   1733.718 0.955D+01     0.129 0.971D-01     1.554 0.189D+00
   80  176   1734.981 0.976D+01     1.263 0.102D+00     1.392 0.199D+00
   80  177   1734.886 0.100D+02    -0.094 0.106D+00     1.169 0.207D+00
   80  178   1735.914 0.103D+02     1.028 0.109D+00     0.934 0.215D+00
   80  179   1735.643 0.105D+02    -0.270 0.112D+00     0.758 0.221D+00
   80  180   1736.474 0.108D+02     0.831 0.114D+00     0.561 0.225D+00
   80  181   1735.955 0.111D+02    -0.520 0.115D+00     0.311 0.228D+00
   80  182   1736.514 0.114D+02     0.559 0.115D+00     0.039 0.229D+00
   80  183   1735.792 0.117D+02    -0.724 0.114D+00    -0.164 0.228D+00
   80  184   1736.105 0.120D+02     0.313 0.112D+00    -0.411 0.226D+00
   80  185   1733.194 0.122D+02    -2.913 0.110D+00    -2.600 0.222D+00
   80  186   1731.446 0.125D+02    -1.750 0.108D+00    -4.663 0.218D+00
   80  187   1728.570 0.128D+02    -2.878 0.106D+00    -4.628 0.214D+00
   80  188   1726.843 0.130D+02    -1.729 0.105D+00    -4.607 0.210D+00
   80  189   1723.975 0.133D+02    -2.871 0.104D+00    -4.600 0.208D+00
   80  190   1722.243 0.135D+02    -1.735 0.104D+00    -4.605 0.208D+00
   80  191   1719.376 0.137D+02    -2.870 0.106D+00    -4.604 0.210D+00
   80  192   1717.622 0.139D+02    -1.757 0.109D+00    -4.627 0.215D+00
   81   82   1202.543 0.356D+01     0.000 0.000D+00     0.000 0.000D+00
   81   83   1214.556 0.326D+01    12.011 0.649D-01     0.000 0.000D+00
   81   84   1228.399 0.293D+01    13.841 0.664D-01    25.853 0.131D+00
   81   85   1240.094 0.257D+01    11.694 0.683D-01    25.535 0.134D+00
   81   86   1253.544 0.220D+01    13.448 0.698D-01    25.142 0.138D+00
   81   87   1264.893 0.182D+01    11.346 0.699D-01    24.794 0.139D+00
   81   88   1277.946 0.146D+01    13.051 0.679D-01    24.397 0.138D+00
   81   89   1288.943 0.115D+01    10.995 0.633D-01    24.046 0.131D+00
   81   90   1301.595 0.895D+00    12.650 0.565D-01    23.645 0.120D+00
   81   91   1312.247 0.719D+00    10.650 0.479D-01    23.300 0.104D+00
   81   92   1324.524 0.619D+00    12.276 0.385D-01    22.926 0.863D-01
   81   93   1334.853 0.570D+00    10.328 0.294D-01    22.604 0.677D-01
   81   94   1346.781 0.540D+00    11.928 0.215D-01    22.256 0.505D-01
   81   95   1356.835 0.505D+00    10.054 0.162D-01    21.981 0.371D-01
   81   96   1368.440 0.458D+00    11.605 0.143D-01    21.658 0.297D-01
   81   97   1378.131 0.400D+00     9.691 0.149D-01    21.296 0.286D-01
   81   98   1389.431 0.338D+00    11.300 0.162D-01    20.991 0.308D-01
   81   99   1398.963 0.285D+00     9.532 0.169D-01    20.832 0.330D-01
   81  100   1409.959 0.252D+00    10.996 0.168D-01    20.528 0.337D-01
   81  101   1419.239 0.247D+00     9.280 0.159D-01    20.276 0.327D-01
   81  102   1429.943 0.264D+00    10.705 0.143D-01    19.985 0.301D-01
   81  103   1438.963 0.290D+00     9.019 0.122D-01    19.724 0.264D-01
   81  104   1449.366 0.314D+00    10.403 0.992D-02    19.422 0.220D-01
   81  105   1458.121 0.330D+00     8.755 0.788D-02    19.158 0.176D-01
   81  106   1468.207 0.335D+00    10.086 0.648D-02    18.841 0.141D-01
   81  107   1476.692 0.329D+00     8.485 0.610D-02    18.571 0.122D-01
   81  108   1486.593 0.313D+00     9.901 0.672D-02    18.385 0.125D-01
   81  109   1494.777 0.289D+00     8.184 0.799D-02    18.085 0.144D-01
   81  110   1504.201 0.261D+00     9.424 0.958D-02    17.608 0.174D-01
   81  111   1512.063 0.237D+00     7.862 0.112D-01    17.286 0.206D-01
   81  112   1521.150 0.224D+00     9.087 0.123D-01    16.949 0.234D-01
   81  113   1529.011 0.229D+00     7.861 0.126D-01    16.948 0.248D-01
   81  114   1538.115 0.246D+00     9.104 0.118D-01    16.965 0.243D-01
   81  115   1545.783 0.265D+00     7.668 0.105D-01    16.772 0.221D-01
   81  116   1554.647 0.277D+00     8.864 0.962D-02    16.532 0.196D-01
   81  117   1562.019 0.280D+00     7.372 0.102D-01    16.236 0.193D-01
   81  118   1570.560 0.274D+00     8.540 0.116D-01    15.912 0.215D-01
   81  119   1577.720 0.264D+00     7.159 0.127D-01    15.700 0.241D-01
   81  120   1585.998 0.256D+00     8.277 0.129D-01    15.437 0.254D-01
   81  121   1592.831 0.250D+00     6.832 0.123D-01    15.109 0.250D-01
   81  122   1600.745 0.248D+00     7.914 0.118D-01    14.746 0.238D-01
   81  123   1607.318 0.251D+00     6.572 0.118D-01    14.486 0.231D-01
   81  124   1614.926 0.260D+00     7.608 0.123D-01    14.180 0.238D-01
   81  125   1621.128 0.275D+00     6.202 0.129D-01    13.810 0.249D-01
   81  126   1628.327 0.294D+00     7.199 0.130D-01    13.401 0.256D-01
   81  127   1631.976 0.310D+00     3.650 0.127D-01    10.848 0.253D-01
   81  128   1636.673 0.317D+00     4.698 0.130D-01     8.347 0.251D-01
   81  129   1640.248 0.313D+00     3.575 0.148D-01     8.273 0.270D-01
   81  130   1644.862 0.302D+00     4.614 0.180D-01     8.190 0.322D-01
   81  131   1648.415 0.297D+00     3.555 0.215D-01     8.169 0.392D-01
   81  132   1652.979 0.311D+00     4.565 0.238D-01     8.120 0.451D-01
   81  133   1656.541 0.347D+00     3.563 0.243D-01     8.128 0.478D-01
   81  134   1661.083 0.391D+00     4.543 0.236D-01     8.106 0.471D-01
   81  135   1664.643 0.431D+00     3.561 0.255D-01     8.104 0.474D-01
   81  136   1669.165 0.475D+00     4.522 0.345D-01     8.083 0.582D-01
   81  137   1672.698 0.564D+00     3.532 0.502D-01     8.053 0.837D-01
   81  138   1677.136 0.750D+00     4.437 0.694D-01     7.968 0.119D+00
   81  139   1680.966 0.106D+01     3.827 0.892D-01     8.264 0.158D+00
   81  140   1685.721 0.147D+01     4.752 0.107D+00     8.579 0.196D+00
   81  141   1689.407 0.196D+01     3.683 0.122D+00     8.434 0.229D+00
   81  142   1693.803 0.251D+01     4.392 0.132D+00     8.074 0.254D+00
   81  143   1697.140 0.309D+01     3.332 0.138D+00     7.723 0.270D+00
   81  144   1701.129 0.368D+01     3.985 0.140D+00     7.316 0.278D+00
   81  145   1704.066 0.426D+01     2.932 0.139D+00     6.917 0.279D+00
   81  146   1707.627 0.482D+01     3.557 0.136D+00     6.489 0.275D+00
   81  147   1710.149 0.536D+01     2.518 0.132D+00     6.075 0.267D+00
   81  148   1713.271 0.586D+01     3.118 0.127D+00     5.636 0.258D+00
   81  149   1715.361 0.633D+01     2.087 0.121D+00     5.205 0.248D+00
   81  150   1718.031 0.676D+01     2.667 0.115D+00     4.754 0.236D+00
   81  151   1719.702 0.715D+01     1.668 0.107D+00     4.335 0.221D+00
   81  152   1721.929 0.748D+01     2.225 0.971D-01     3.894 0.204D+00
   81  153   1723.202 0.776D+01     1.270 0.861D-01     3.495 0.183D+00
   81  154   1725.020 0.797D+01     1.816 0.757D-01     3.085 0.161D+00
   81  155   1726.278 0.811D+01     1.255 0.695D-01     3.071 0.143D+00
   81  156   1728.301 0.818D+01     2.021 0.711D-01     3.277 0.138D+00
   81  157   1729.519 0.819D+01     1.215 0.800D-01     3.236 0.149D+00
   81  158   1731.345 0.817D+01     1.824 0.923D-01     3.039 0.171D+00
   81  159   1732.405 0.812D+01     1.058 0.104D+00     2.883 0.195D+00
   81  160   1734.081 0.806D+01     1.673 0.112D+00     2.732 0.215D+00
   81  161   1735.038 0.801D+01     0.956 0.115D+00     2.630 0.226D+00
   81  162   1736.572 0.799D+01     1.532 0.113D+00     2.488 0.228D+00
   81  163   1737.412 0.798D+01     0.839 0.107D+00     2.371 0.220D+00
   81  164   1738.817 0.800D+01     1.403 0.990D-01     2.242 0.206D+00
   81  165   1739.521 0.804D+01     0.704 0.895D-01     2.107 0.188D+00
   81  166   1740.752 0.809D+01     1.230 0.806D-01     1.934 0.170D+00
   81  167   1741.302 0.815D+01     0.550 0.735D-01     1.780 0.154D+00
   81  168   1742.359 0.822D+01     1.056 0.690D-01     1.607 0.142D+00
   81  169   1743.476 0.831D+01     1.117 0.673D-01     2.174 0.136D+00
   81  170   1745.130 0.840D+01     1.655 0.678D-01     2.772 0.135D+00
   81  171   1746.158 0.850D+01     1.028 0.700D-01     2.683 0.138D+00
   81  172   1747.697 0.861D+01     1.539 0.732D-01     2.568 0.143D+00
   81  173   1748.544 0.874D+01     0.848 0.772D-01     2.387 0.150D+00
   81  174   1749.879 0.888D+01     1.335 0.816D-01     2.183 0.159D+00
   81  175   1750.599 0.904D+01     0.721 0.864D-01     2.056 0.168D+00
   81  176   1751.764 0.922D+01     1.166 0.914D-01     1.886 0.178D+00
   81  177   1752.273 0.941D+01     0.510 0.965D-01     1.675 0.188D+00
   81  178   1753.205 0.962D+01     0.933 0.101D+00     1.442 0.198D+00
   81  179   1753.539 0.986D+01     0.335 0.106D+00     1.268 0.208D+00
   81  180   1754.277 0.101D+02     0.738 0.110D+00     1.073 0.216D+00
   81  181   1754.375 0.104D+02     0.099 0.114D+00     0.837 0.224D+00
   81  182   1754.835 0.107D+02     0.460 0.117D+00     0.559 0.231D+00
   81  183   1754.725 0.109D+02    -0.110 0.119D+00     0.350 0.235D+00
   81  184   1754.944 0.112D+02     0.219 0.120D+00     0.109 0.239D+00
   81  185   1752.492 0.115D+02    -2.453 0.120D+00    -2.234 0.240D+00
   81  186   1750.477 0.119D+02    -2.016 0.120D+00    -4.469 0.240D+00
   81  187   1748.078 0.122D+02    -2.401 0.118D+00    -4.417 0.238D+00
   81  188   1746.084 0.125D+02    -1.996 0.117D+00    -4.397 0.235D+00
   81  189   1743.712 0.128D+02    -2.374 0.115D+00    -4.370 0.231D+00
   81  190   1741.722 0.130D+02    -1.993 0.113D+00    -4.366 0.227D+00
   81  191   1739.372 0.133D+02    -2.353 0.112D+00    -4.346 0.224D+00
   81  192   1737.369 0.136D+02    -2.005 0.111D+00    -4.358 0.222D+00
   81  193   1735.733 0.138D+02    -1.639 0.111D+00    -3.644 0.222D+00
   82   82   1199.666 0.399D+01     0.000 0.000D+00     0.000 0.000D+00
   82   83   1211.877 0.372D+01    12.210 0.638D-01     0.000 0.000D+00
   82   84   1225.967 0.343D+01    14.088 0.654D-01    26.298 0.129D+00
   82   85   1237.858 0.310D+01    11.889 0.677D-01    25.977 0.133D+00
   82   86   1251.581 0.274D+01    13.721 0.706D-01    25.610 0.138D+00
   82   87   1263.139 0.235D+01    11.555 0.731D-01    25.276 0.143D+00
   82   88   1276.483 0.196D+01    13.342 0.742D-01    24.897 0.147D+00
   82   89   1287.670 0.159D+01    11.185 0.728D-01    24.527 0.147D+00
   82   90   1300.629 0.125D+01    12.956 0.687D-01    24.141 0.141D+00
   82   91   1311.470 0.987D+00    10.840 0.619D-01    23.796 0.131D+00
   82   92   1324.039 0.803D+00    12.567 0.532D-01    23.407 0.115D+00
   82   93   1334.542 0.700D+00    10.501 0.433D-01    23.068 0.963D-01
   82   94   1346.764 0.653D+00    12.222 0.335D-01    22.722 0.766D-01
   82   95   1356.944 0.626D+00    10.179 0.247D-01    22.401 0.578D-01
   82   96   1368.849 0.594D+00    11.904 0.185D-01    22.083 0.425D-01
   82   97   1378.753 0.546D+00     9.904 0.157D-01    21.808 0.332D-01
   82   98   1390.353 0.483D+00    11.600 0.159D-01    21.504 0.309D-01
   82   99   1399.892 0.412D+00     9.539 0.173D-01    21.139 0.329D-01
   82  100   1411.303 0.342D+00    11.411 0.184D-01    20.950 0.355D-01
   82  101   1420.578 0.286D+00     9.275 0.186D-01    20.686 0.369D-01
   82  102   1431.708 0.256D+00    11.130 0.179D-01    20.405 0.365D-01
   82  103   1440.713 0.255D+00     9.005 0.164D-01    20.136 0.343D-01
   82  104   1451.573 0.274D+00    10.861 0.143D-01    19.866 0.306D-01
   82  105   1460.299 0.299D+00     8.725 0.119D-01    19.586 0.261D-01
   82  106   1470.878 0.319D+00    10.579 0.951D-02    19.304 0.212D-01
   82  107   1479.319 0.329D+00     8.441 0.763D-02    19.020 0.169D-01
   82  108   1489.590 0.329D+00    10.271 0.668D-02    18.712 0.139D-01
   82  109   1497.870 0.317D+00     8.279 0.685D-02    18.551 0.131D-01
   82  110   1507.694 0.296D+00     9.825 0.785D-02    18.104 0.144D-01
   82  111   1515.651 0.269D+00     7.957 0.932D-02    17.781 0.169D-01
   82  112   1525.158 0.240D+00     9.506 0.110D-01    17.463 0.201D-01
   82  113   1533.171 0.219D+00     8.013 0.125D-01    17.519 0.233D-01
   82  114   1542.768 0.215D+00     9.597 0.134D-01    17.610 0.258D-01
   82  115   1550.589 0.230D+00     7.820 0.134D-01    17.418 0.267D-01
   82  116   1559.952 0.255D+00     9.364 0.122D-01    17.184 0.254D-01
   82  117   1567.470 0.278D+00     7.518 0.106D-01    16.881 0.225D-01
   82  118   1576.503 0.290D+00     9.033 0.975D-02    16.551 0.198D-01
   82  119   1583.795 0.291D+00     7.291 0.105D-01    16.325 0.197D-01
   82  120   1592.585 0.283D+00     8.790 0.120D-01    16.081 0.221D-01
   82  121   1599.555 0.271D+00     6.969 0.129D-01    15.758 0.247D-01
   82  122   1607.991 0.260D+00     8.436 0.130D-01    15.404 0.257D-01
   82  123   1614.702 0.252D+00     6.710 0.125D-01    15.146 0.253D-01
   82  124   1622.864 0.249D+00     8.162 0.122D-01    14.872 0.243D-01
   82  125   1629.204 0.251D+00     6.340 0.124D-01    14.502 0.242D-01
   82  126   1636.981 0.260D+00     7.776 0.130D-01    14.116 0.251D-01
   82  127   1640.573 0.276D+00     3.593 0.135D-01    11.369 0.262D-01
   82  128   1645.635 0.295D+00     5.062 0.136D-01     8.654 0.268D-01
   82  129   1649.310 0.311D+00     3.675 0.136D-01     8.737 0.267D-01
   82  130   1654.467 0.319D+00     5.157 0.143D-01     8.833 0.273D-01
   82  131   1658.065 0.317D+00     3.599 0.165D-01     8.757 0.302D-01
   82  132   1663.087 0.313D+00     5.022 0.195D-01     8.622 0.356D-01
   82  133   1666.581 0.317D+00     3.496 0.221D-01     8.518 0.413D-01
   82  134   1671.499 0.337D+00     4.918 0.231D-01     8.415 0.449D-01
   82  135   1674.904 0.365D+00     3.406 0.227D-01     8.325 0.451D-01
   82  136   1679.728 0.393D+00     4.824 0.234D-01     8.230 0.446D-01
   82  137   1683.046 0.420D+00     3.318 0.303D-01     8.142 0.519D-01
   82  138   1687.749 0.480D+00     4.703 0.445D-01     8.021 0.736D-01
   82  139   1690.926 0.630D+00     3.175 0.630D-01     7.878 0.107D+00
   82  140   1695.442 0.902D+00     4.513 0.829D-01     7.689 0.146D+00
   82  141   1698.462 0.128D+01     3.017 0.102D+00     7.530 0.184D+00
   82  142   1703.021 0.175D+01     4.556 0.117D+00     7.572 0.219D+00
   82  143   1706.079 0.228D+01     3.053 0.129D+00     7.609 0.246D+00
   82  144   1710.424 0.284D+01     4.341 0.136D+00     7.394 0.264D+00
   82  145   1713.249 0.342D+01     2.821 0.138D+00     7.161 0.274D+00
   82  146   1717.339 0.399D+01     4.085 0.137D+00     6.906 0.275D+00
   82  147   1719.910 0.455D+01     2.566 0.134D+00     6.652 0.272D+00
   82  148   1723.718 0.508D+01     3.804 0.130D+00     6.371 0.264D+00
   82  149   1726.012 0.558D+01     2.290 0.125D+00     6.094 0.255D+00
   82  150   1729.508 0.605D+01     3.493 0.121D+00     5.783 0.246D+00
   82  151   1731.506 0.649D+01     1.995 0.116D+00     5.489 0.237D+00
   82  152   1734.696 0.689D+01     3.187 0.111D+00     5.183 0.228D+00
   82  153   1736.389 0.726D+01     1.691 0.105D+00     4.878 0.216D+00
   82  154   1739.259 0.758D+01     2.868 0.962D-01     4.559 0.201D+00
   82  155   1740.643 0.785D+01     1.382 0.861D-01     4.249 0.182D+00
   82  156   1743.220 0.806D+01     2.575 0.758D-01     3.957 0.161D+00
   82  157   1744.335 0.819D+01     1.112 0.689D-01     3.688 0.143D+00
   82  158   1746.642 0.827D+01     2.305 0.692D-01     3.417 0.135D+00
   82  159   1747.538 0.828D+01     0.894 0.776D-01     3.199 0.145D+00
   82  160   1749.641 0.825D+01     2.100 0.903D-01     2.995 0.166D+00
   82  161   1750.365 0.819D+01     0.722 0.103D+00     2.822 0.192D+00
   82  162   1752.312 0.812D+01     1.945 0.113D+00     2.667 0.215D+00
   82  163   1752.901 0.806D+01     0.587 0.118D+00     2.532 0.230D+00
   82  164   1754.716 0.802D+01     1.814 0.118D+00     2.401 0.236D+00
   82  165   1755.189 0.800D+01     0.472 0.114D+00     2.286 0.232D+00
   82  166   1756.848 0.800D+01     1.658 0.106D+00     2.130 0.220D+00
   82  167   1757.180 0.802D+01     0.331 0.968D-01     1.989 0.203D+00
   82  168   1758.708 0.806D+01     1.528 0.867D-01     1.859 0.183D+00
   82  169   1759.689 0.812D+01     0.981 0.776D-01     2.509 0.164D+00
   82  170   1761.907 0.818D+01     2.218 0.708D-01     3.198 0.148D+00
   82  171   1762.817 0.826D+01     0.910 0.671D-01     3.127 0.137D+00
   82  172   1764.935 0.834D+01     2.118 0.665D-01     3.028 0.133D+00
   82  173   1765.686 0.843D+01     0.752 0.683D-01     2.869 0.134D+00
   82  174   1767.609 0.854D+01     1.923 0.716D-01     2.675 0.140D+00
   82  175   1768.230 0.866D+01     0.621 0.759D-01     2.544 0.147D+00
   82  176   1769.997 0.879D+01     1.768 0.806D-01     2.389 0.156D+00
   82  177   1770.399 0.894D+01     0.403 0.856D-01     2.171 0.166D+00
   82  178   1771.946 0.911D+01     1.547 0.908D-01     1.950 0.176D+00
   82  179   1772.176 0.929D+01     0.230 0.960D-01     1.778 0.187D+00
   82  180   1773.528 0.950D+01     1.353 0.101D+00     1.584 0.197D+00
   82  181   1773.523 0.972D+01    -0.005 0.106D+00     1.348 0.208D+00
   82  182   1774.609 0.997D+01     1.087 0.111D+00     1.082 0.218D+00
   82  183   1774.397 0.102D+02    -0.212 0.116D+00     0.875 0.227D+00
   82  184   1777.146 0.105D+02     2.749 0.119D+00     2.537 0.235D+00
   82  185   1775.145 0.108D+02    -2.001 0.122D+00     0.748 0.242D+00
   82  186   1774.263 0.111D+02    -0.882 0.124D+00    -2.883 0.247D+00
   82  187   1772.200 0.114D+02    -2.063 0.126D+00    -2.945 0.250D+00
   82  188   1771.246 0.118D+02    -0.956 0.126D+00    -3.019 0.252D+00
   82  189   1769.108 0.121D+02    -2.139 0.126D+00    -3.095 0.252D+00
   82  190   1768.065 0.124D+02    -1.044 0.125D+00    -3.184 0.251D+00
   82  191   1765.837 0.127D+02    -2.230 0.123D+00    -3.275 0.248D+00
   82  192   1764.692 0.130D+02    -1.148 0.122D+00    -3.378 0.245D+00
   82  193   1762.358 0.133D+02    -2.337 0.120D+00    -3.485 0.241D+00
   82  194   1761.093 0.136D+02    -1.268 0.119D+00    -3.605 0.238D+00
   83   87   1257.310 0.291D+01     0.000 0.000D+00     0.000 0.000D+00
   83   88   1271.007 0.251D+01    13.694 0.769D-01     0.000 0.000D+00
   83   89   1282.599 0.210D+01    11.590 0.788D-01    25.284 0.155D+00
   83   90   1295.892 0.171D+01    13.291 0.782D-01    24.881 0.157D+00
   83   91   1307.124 0.136D+01    11.230 0.745D-01    24.520 0.152D+00
