Thickness of SUS flat deg [mm]1	138Sn 50+	Thickness of SUS flat deg [mm]2	138Sn 50+	Thickness of SUS flat deg [mm]3	138Sn 50+	Thickness of SUS flat deg [mm]4	138Sn 49+	Thickness of SUS flat deg [mm]5	138Sn 49+	Thickness of SUS flat deg [mm]6	138Sn 49+	Thickness of SUS flat deg [mm]7	138Sn 48+	Thickness of SUS flat deg [mm]8	138Sn 48+	Thickness of SUS flat deg [mm]9	138Sn 48+	Thickness of SUS flat deg [mm]10	138Sn 50+	Thickness of SUS flat deg [mm]11	138Sn 50+	Thickness of SUS flat deg [mm]12	138Sn 50+	Thickness of SUS flat deg [mm]13	138Sn 49+	Thickness of SUS flat deg [mm]14	138Sn 49+	Thickness of SUS flat deg [mm]15	138Sn 49+	Thickness of SUS flat deg [mm]16	138Sn 48+	Thickness of SUS flat deg [mm]17	138Sn 50+	Thickness of SUS flat deg [mm]18	138Sn 50+	Thickness of SUS flat deg [mm]19	138Sn 49+	Thickness of SUS flat deg [mm]20	138Sn 50+	Thickness of SUS flat deg [mm]21	138Sn 49+	Thickness of SUS flat deg [mm]22	138Sn 48+	Thickness of SUS flat deg [mm]23	138Sn 50+	Thickness of SUS flat deg [mm]24	138Sn 49+	Thickness of SUS flat deg [mm]25	138Sn 50+	Thickness of SUS flat deg [mm]26	138Sn 49+	Thickness of SUS flat deg [mm]27	138Sn 50+	Thickness of SUS flat deg [mm]28	138Sn 49+	Thickness of SUS flat deg [mm]29	138Sn 50+	Thickness of SUS flat deg [mm]30	136Sn 50+	Thickness of SUS flat deg [mm]31	141Te 52+	Thickness of SUS flat deg [mm]32	139Sb 51+	Thickness of SUS flat deg [mm]33	141Te 51+	Thickness of SUS flat deg [mm]34	136Sn 49+	Thickness of SUS flat deg [mm]35	137Sn 50+	Thickness of SUS flat deg [mm]36	138Sb 51+	Thickness of SUS flat deg [mm]37	139Sb 50+	Thickness of SUS flat deg [mm]38	138Sb 50+	Thickness of SUS flat deg [mm]39	137Sn 49+	Thickness of SUS flat deg [mm]40	135In 49+	Thickness of SUS flat deg [mm]41	141Te 50+	Thickness of SUS flat deg [mm]42	136Sn 48+	Thickness of SUS flat deg [mm]43	139Sb 49+	Thickness of SUS flat deg [mm]44	136Sn 50+	Thickness of SUS flat deg [mm]45	136Sn 50+	Thickness of SUS flat deg [mm]46	135In 48+	Thickness of SUS flat deg [mm]47	138Sb 49+	Thickness of SUS flat deg [mm]48	137Sn 48+	Thickness of SUS flat deg [mm]49	136Sn 49+	Thickness of SUS flat deg [mm]50	136Sn 49+	
1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	1.5501e-08	1.871000	1.83906e-09	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	1.871000	0         	
1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	1.78874e-08	1.872000	2.13451e-09	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	1.872000	0         	
1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	2.04401e-08	1.873000	2.44697e-09	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	1.873000	0         	
1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	2.33524e-08	1.874000	2.78551e-09	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	1.874000	0         	
1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	2.66558e-08	1.875000	3.2009e-09	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	1.875000	0         	
1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	2.99911e-08	1.876000	3.62612e-09	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	1.876000	0         	
1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	3.21803e-08	1.877000	3.98126e-09	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	1.877000	0         	
1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	3.11041e-08	1.878000	4.03361e-09	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	1.878000	0         	
1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	2.63088e-08	1.879000	3.61089e-09	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	1.879000	0         	
1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	2.07123e-08	1.880000	2.88567e-09	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	1.880000	0         	
1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	1.66364e-08	1.881000	2.27883e-09	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	1.881000	0         	
1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	1.36528e-08	1.882000	1.86247e-09	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	1.882000	0         	
1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	2.69089e-09	1.883000	5.75514e-10	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	1.883000	0         	
1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	2.02309e-09	1.884000	3.09956e-10	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	1.884000	0         	
1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	7.59722e-10	1.885000	5.19172e-15	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	1.885000	0         	
1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	2.1542e-10	1.886000	4.43916e-11	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	1.886000	0         	
1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	5.47196e-11	1.887000	1.65461e-23	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	1.887000	0         	
1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	1.14448e-12	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	1.888000	0         	
1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	1.889000	0         	
1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	1.890000	0         	
1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	1.891000	0         	
1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	1.892000	0         	
